Title,Description,Genre,Processed_Description
Railway Islands - Puzzle,Railway Islands is a puzzle game about designing a railway map for a large archipelago. Make a safe path between the stations and let your train deliver all the resources and go to the next island.,"['Casual', 'Indie']",railway island puzzle game designing railway map large archipelago make safe path station let train deliver resource go next island
Inspector Waffles,"Murder. Nothin’ nice about it. In this old school detective adventure, step into the boots of whip-smart Inspector Waffles and travel the city to track hidden clues, interrogate shady suspects, and unravel a dangerous mystery. But be warned: curiosity killed the cat...","['Adventure', 'Indie']",murder nothin ’ nice old school detective adventure step boot whip-smart inspector waffle travel city track hidden clue interrogate shady suspect unravel dangerous mystery warned curiosity killed cat ...
Nurse Love Syndrome,"Meet cheerful Kaori Sawai, fresh out of nursing school, as she joins Yurigahama Hospital. Surviving a near death experience as a child left her with a desire to become a nurse and ""healing hands"" that let her relieve pain in patients just by touching them.",['Adventure'],meet cheerful kaori sawai fresh nursing school join yurigahama hospital surviving near death experience child left desire become nurse `` healing hand '' let relieve pain patient touching
Dadish,"Explore an exciting world, face off with fast-food themed foes, and reunite Dadish with his missing children in this challenging platforming adventure.","['Action', 'Adventure', 'Indie']",explore exciting world face fast-food themed foe reunite dadish missing child challenging platforming adventure
YumeCore,"""YumeCore"" is a new type of game combining side-scrolling beat-’em-up action with adventure-style investigation that puts the “aii” in “kawaii.” Fight your way through the waking dreams of the sickly girl Soboko to escape the hospital.",['Action'],`` yumecore '' new type game combining side-scrolling beat- ’ em-up action adventure-style investigation put “ aii ” “ kawaii. ” fight way waking dream sickly girl soboko escape hospital
Buried: An Interactive Story,"Buried is a playable, interactive story told through stunning photos, a haunting soundscape, and gripping text. You play the role of Roger Hastings, a logger who awakens to find his friends missing, uncovering something that should have stayed hidden...","['Adventure', 'Indie']",buried playable interactive story told stunning photo haunting soundscape gripping text play role roger hastings logger awakens find friend missing uncovering something stayed hidden ...
The Endless Empty,A surreal post-life adventure,"['Adventure', 'Indie', 'RPG']",surreal post-life adventure
The Wind and Wilting Blossom,"Navigate the war-torn lands of an alternate history Heian Japan battling yokai hordes in challenging turn-based combat. Encounter hundreds of story events, level-up your party, and unlock new allies and weapons. Die, learn from your mistakes, and try again.","['Indie', 'RPG', 'Strategy']",navigate war-torn land alternate history heian japan battling yokai horde challenging turn-based combat encounter hundred story event level-up party unlock new ally weapon die learn mistake try
MOTHERED - A ROLE-PLAYING HORROR GAME,An immersive first-person horror adventure where you play the role of LIANA - a young girl who arrives home after major surgery and is met with a strange mannequin claiming to be her mother.,['Adventure'],immersive first-person horror adventure play role liana young girl arrives home major surgery met strange mannequin claiming mother
Umihara Kawase,Umihara Kawase is a girl who uses a fishing hook as a grappling hook. You’ll need quick reflexes to swing your way through the branching surreal environments. Use your brains to figure out the best way through. They say fish is brain food—you’re going to need it!,"['Action', 'Indie']",umihara kawase girl us fishing hook grappling hook ’ need quick reflex swing way branching surreal environment use brain figure best way say fish brain food—you ’ going need
Drums Rock,"Drums Rock is an arcade drums game for VR, follow the rhythm of rock with your drums and smash the demons. Live a unique campaign: with different levels, challenges, songs and worlds. Drums Rock is an ideal game to feel like a rock hero, while destroying hordes of demons to the rhythm of rock!","['Action', 'Casual', 'Indie', 'Simulation', 'Early Access']",drum rock arcade drum game vr follow rhythm rock drum smash demon live unique campaign different level challenge song world drum rock ideal game feel like rock hero destroying horde demon rhythm rock
Nanairo Reincarnation,Join spirit detective Kagami Makoto and his demon familiars as they hunt down the wandering ghosts disrupting the peace of his small town.,"['Adventure', 'Casual']",join spirit detective kagami makoto demon familiar hunt wandering ghost disrupting peace small town
Press Any Button,This video game realized how boring it had been and now is trying its best to fix that.,"['Casual', 'Indie']",video game realized boring trying best fix
Thermo Sudoku,How does Thermo Sudoku work? Each sudoku grid contains thermometer shapes (often drawn to create themes) and digits on thermometers must increase as one moves further from the bulb end.,"['Casual', 'Indie', 'Strategy']",thermo sudoku work sudoku grid contains thermometer shape often drawn create theme digit thermometer must increase one move bulb end
Moko's Advice,A dark comedy choice game about appeasement,"['Free to Play', 'Indie', 'Simulation']",dark comedy choice game appeasement
Muv-Luv Alternative Total Eclipse Remastered,"As mankind races to create new weapons to turn the tide in its war against alien invaders, Yuuya, a hot-headed American pilot, is assigned to work with a beautiful but cold Japanese officer on a top-secret project. Can they learn to work together in time to make the weapon that saves us all?","['Adventure', 'Casual']",mankind race create new weapon turn tide war alien invader yuuya hot-headed american pilot assigned work beautiful cold japanese officer top-secret project learn work together time make weapon save u
LIBRARY,LIBRARY is a cute game about hanging out and throwing stuff at your new friends! · ◡ · 💌,['Indie'],library cute game hanging throwing stuff new friend · ◡ · 💌
Mail Mole + 'Xpress Deliveries,"Mail Mole is a charming 3D platformer featuring Molty, the fastest delivery mole, in his quest to save Carrotland from disaster! Explore magical worlds, make new friends, race against Mecha-Moles, find collectibles, solve puzzles and deliver awesomeness to the end of the world!","['Action', 'Adventure', 'Casual', 'Indie']",mail mole charming 3d platformer featuring molty fastest delivery mole quest save carrotland disaster explore magical world make new friend race mecha-moles find collectible solve puzzle deliver awesomeness end world
Cannibal Abduction,"The family is hungry and he must provide, VHS slasher survival horror.","['Adventure', 'Indie']",family hungry must provide vhs slasher survival horror
Magic Research,Magic Research is a text-based incremental game about Magic. You are the headmaster of a newly-created institution of Magic. Will you be able to lead your school to win the prestigious Tournament of Magic?,"['Adventure', 'Casual', 'Simulation']",magic research text-based incremental game magic headmaster newly-created institution magic able lead school win prestigious tournament magic
Grandpa's Cheese,Grandpa has gone mad! collect the cheese and give them to Reeze so he can feed his mouse to get the hell out of the house!,"['Action', 'Indie', 'Strategy']",grandpa gone mad collect cheese give reeze feed mouse get hell house
