Title,Description,Genre
Cavity Busters,"Cavity Busters is a roguelite toothpunk bullet hell where you use your one and only tooth to chomp the cavity infested enemies. Run on the walls, dodge through bullet filled rooms and stomp baddies. Collect power ups, contract powerful diseases, and dig your way through the body.","['Action', 'Adventure', 'Indie']"
Unicorn Tails,"Explore Unicorn Tails, a game filled with wonder, whimsy, and mystery where you can create your own unicorn, interact with unicorns and other creatures, solve puzzles, explore deep lore, and live in a fantasy world.","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']"
Reefland,"Reefland - is a colorful city-building simulator with a relaxing atmosphere, where you are up to paint the island by placing buildings.","['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']"
Dr. Cares - Pet Rescue 911,"Take care of adorable pets and animals, and become a real vet! 🐶 🐱 🐰 🐎","['Adventure', 'Casual', 'Indie', 'Simulation']"
Plunge,"It's time to take the Plunge! Enter the adventure of Billie, the billionth prisoner who longs to find freedom on the other side. Dodge, dash, and defeat a wide variety of guards, creatures, and otherworldly beings bent on preventing Billie's passage in this exciting turn-based dungeon plunger!","['Action', 'Adventure', 'Indie', 'Strategy']"
SPOOKWARE: Watch Party,"A collection of spooky microgames featuring fast-paced gameplay inspired by horror classics. Chop off legs, hurl hatchets, clash cards with Nosferatu, and many other ghoulish acts of terror! Features the original SPOOKWARE, SPOOKWARE @ the Video Store, and SPOOKWARE: Prologue for free!","['Action', 'Adventure', 'Free to Play', 'Indie', 'RPG']"
Cave Quest,Play a thrilling Match3 game! Match gems of the same kind to destroy them and to get bonuses and power-ups.,"['Adventure', 'Casual', 'Indie']"
Princess Farmer,"Be the magical bunny farmer you've always wanted to be! Princess Farmer is a charming visual-novel meets match-3 gameplay, with a host of adorable characters to befriend, mysteries to solve, and fashion to collect. Smash rocks! Make combos! Win hearts!","['Casual', 'Indie']"
Paranormal Detective: Escape from the 80's,"A nostalgic 80's VR escape room puzzle adventure! You're a detective searching for a kid who went missing in 1987. Explore the kid's game room, play with retro toys, figure out puzzles and find the kid to solve the case!","['Casual', 'Indie', 'Simulation']"
Hausmeister,"A first-person horror game about a janitor, whose day turns stranger by the minute. This game features some random events, that make every playthrough slightly different.",['Indie']
Moons Of Darsalon,"Retro action ""save-them-all"" platformer including advanced physics combined with an unique retro feel. Complete rescue missions leading your colleagues to the closest base station. Fight enemies using your laser gun, jet pack, destroy terrain and even make new paths with the ground maker.","['Action', 'Casual', 'Indie']"
Transpose,Transpose is a dreamlike and gravity-defying time manipulation puzzle game in VR. It challenges players to solve increasingly complex physics puzzles as they explore an extraordinarily surreal world.,"['Action', 'Casual']"
Mobile Forces,Mobile Forces is a first person shooter game where you battle against the opposing AI team or against your friends over a LAN network.,"['Action', 'Casual', 'Indie', 'Strategy']"
食用系少女：美食內戰 Food Girls：Civil War,A popularity voting bet based on your dignity! Win or leave the Street Market!The second major game in the cuisine personification simulation series. A popularity war that we fight without holding anything back!,"['Casual', 'Indie']"
Aery VR - A Journey Beyond Time,In Aery – A Journey Beyond Time you are in the role of a flying god-like creature which observes the world and their inhabitants while they grow and evolve through time. Are you ready to explore time itself?,"['Casual', 'Indie', 'Simulation']"
Nocked! True Tales of Robin Hood,"You are Robin Hood! Forge your destiny and fight to liberate Nottingham in this epic story-driven RPG blending interactive fiction, resource management, and base building set within a lushly-illustrated Sherwood Forest.","['Adventure', 'Indie', 'RPG', 'Strategy']"
Aura of Worlds,Aura of Worlds is a creative tactics roguelite platformer. Explore multiple dangerous worlds where you must utilize your creative abilities and wits to twist the environment to your advantage. Finding your way through ever-changing death labyrinths...,"['Action', 'Adventure', 'Indie', 'Early Access']"
Ghostlords,"Ghostlords is a strategic turn-based RPG that tells the story of a post-apocalyptic haunted Great Britain. Experience the new world, capture wild spirits, and put together a team of ghosts to help you battle the forces of evil.","['Adventure', 'Indie', 'RPG', 'Strategy']"
Astro Duel,Astro Duel is a competitive local multiplayer party game. Rounds are quick and death is sudden. Blast your friends into space. Run over their helpless bodies for good measure.,"['Action', 'Indie']"
Museum of Symmetry,"Museum of Symmetry is a room-scale 20-minute narrative VR experience featuring 2D animation in a 3D playground. Come and meet vivacious characters on a kaleidoscopic joyride through landscapes of earth, fire, wind and water. There are no rules here. Just enjoy.","['Adventure', 'Casual', 'Indie', 'Simulation']"
Jester / King,"You wake up as a jester next to the king's lifeless body. You are trapped in a cursed kingdom with three love interests. Will you seek the truth, help the others, or try to escape?","['Adventure', 'Casual', 'RPG', 'Simulation']"
Lily of the Valley,"Following his mother's death, a young man meets a strange young girl in the Welsh countryside.","['Casual', 'Indie']"
Kandria,"Explore a ruined open world of caverns and settlements. Hack and slash your way through missions: patrol, repair, scavenge - choose your quests and dialogue. Or go fishing, forage mushrooms, and race the clock! The old world is gone - the future is up to you.","['Action', 'Adventure', 'Indie', 'RPG']"
Da Capo 3 R,"Da Capo, a tale of love, romance, and friendship blooming as winter turns to spring. Enter Weather Vane, a magic school beneath the city of London, where Kiyotaka and others weave the tales of their lives.",['Adventure']
Nekomew's Potty Trouble,Nekomew’s Potty Trouble is a one player rhythmic videogame.You must help Nekomew get to the toilet before he pisses on himself! As you progress in the game the difficulty will rise and new monsters will appear trying to stop him.♫ Follow the music and you will make it! ♫,['Indie']
Super Jigsaw Puzzle: Cities,"If you like to make puzzles, Super Jigsaw Puzzle: Cities is your game. Travel the world enjoying its comfortable and intuitive interface and its relaxing music that will allow you to concentrate on the difficult task of solving these beautiful photos that pose a real challenge for lovers of puzzles.","['Casual', 'Indie', 'Simulation', 'Strategy']"
Karma City Police,"Be the new dispatcher at the Karma City Police Station in this narrative-driven pixel adventure. Talk to the victims to discover their needs and fight in a unique pinball-based battle system, as you follow a captivating story with lots of humor and a great soundtrack.","['Adventure', 'RPG', 'Simulation', 'Strategy']"
STRAY KITTEN,STRAY KITTEN - is a short 2D platformer with surviving and hardcore elements where it is described a story about one lost kitten Silver.,"['Adventure', 'Casual', 'Indie', 'Simulation']"
Darkness and Flame: Enemy in Reflection Collector's Edition,"“Darkness and Flame. Enemy in Reflection” is an adventure game in the genre of Hidden Objects, with plenty of mini-games and puzzles, unforgettable characters and complicated quests.","['Adventure', 'Casual']"
Night Cascades,"The city is on fire, and the Devil is to blame - or is it? Two women must solve an occult-themed mystery set in an alternate 1980s while unraveling the secrets of their past. Hunt for clues and interrogate suspects in this interactive yuri visual novel.","['Adventure', 'Indie']"
BOT.vinnik Chess: Winning Patterns,"Attention, comrade! Registrations are open once again! The players submitted to my previous training showed significant improvement in chess skills when compared to the rest of the population, even the lazy ones. So what are you waiting for?? Enroll NOW by clicking on the purchase button!!","['Casual', 'Indie', 'Strategy']"
HoverRace,HoverRace is a racing video game created by GrokkSoft in 1996.,['Racing']
Dungeons & Dragons: Krynn Series,"Return to the first fantasy role-playing epic set in the legendary Dragonlance game world of Krynn. This immortal pack includes Champions of Krynn, Death Knights of Krynn and The Dark Queen of Krynn.",['RPG']
Space Channel 5 VR Kinda Funky News Flash!,"SEGA’s legendary Dreamcast rhythm game “Space Channel 5 ” is coming to virtual reality as ”Space Channel 5 VR Kinda Funky News Flash!"". Heroine Ulala will navigate you through the world of “Space Channel 5”",['Action']
Time Rift,"Time Rift is a fast-paced puzzle-shooter. You’re a hacker-turned-security tester, but your skills will only get you so far - to take down global megacorp VaultCo, you’ll have to manipulate the flow of time!","['Action', 'Indie']"
